scan-time,itemid,modifier,player,duration,quantity,minbid,buyout
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,4238,,Nightbeham,4,1,540,540
1.20527063026279,2862,,Thomyb,3,2,50,75
1.20527063026279,2862,,Thomyb,3,3,100,100
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Thomyb,3,1,10,30
1.20527063026279,2862,,Valios,4,1,100,100
1.20527063026279,2862,,Valios,4,1,100,100
1.20527063026279,2862,,Brokvar,3,4,100,400
1.20527063026279,2862,,Steampunk,2,2,299,299
1.20527063026279,2862,,Bunge,3,1,100,100
1.20527063026279,2862,,Bunge,3,3,300,400
1.20527063026279,2862,,Bunge,3,4,400,500
1.20527063026279,4562,256,Taku,4,1,3000,
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Niathul,4,1,99,99
1.20527063026279,2672,,Spicytureen,2,7,100,300
1.20527063026279,2672,,Shibarii,3,10,500,500
1.20527063026279,2672,,Shibarii,3,10,500,500
1.20527063026279,2672,,Priestypower,3,7,500,700
1.20527063026279,2672,,Robotheyobo,3,10,400,500
1.20527063026279,2672,,Kreator,3,2,100,
1.20527063026279,2672,,Kerf,4,8,392,392
1.20527063026279,2672,,Kawan,3,3,100,300
1.20527063026279,2672,,Bikkies,3,3,150,
1.20527063026279,2672,,Corduroy,4,7,500,700
1.20527063026279,2672,,Xothic,3,5,100,200
1.20527063026279,2672,,Mboo,3,10,200,
1.20527063026279,2672,,Mboo,3,10,200,
1.20527063026279,2672,,Mboo,3,10,200,
1.20527063026279,2672,,Tribull,2,10,250,500
1.20527063026279,2672,,Clenmooterol,3,10,500,501
1.20527063026279,2672,,Clenmooterol,3,10,500,501
1.20527063026279,2672,,Clenmooterol,3,7,300,301
1.20527063026279,2672,,Redevelop,3,10,250,250
1.20527063026279,2672,,Redevelop,3,10,200,200
1.20527063026279,2672,,Nowan,4,10,1000,1000
1.20527063026279,2672,,Nowan,4,10,1000,1000
1.20527063026279,2553,,Zhii,3,1,300,350
1.20527063026279,2553,,Senorcrunch,3,1,300,
1.20527063026279,2553,,Blitzkrieg,3,1,100,200
1.20527063026279,2553,,Lykra,3,1,400,400
1.20527063026279,2553,,Pulse,4,1,200,200
1.20527063026279,2553,,Floyder,3,1,1500,2800
1.20527063026279,15010,754,,2,1,500,500
1.20527063026279,2958,,Xuriah,3,1,2500,2500
1.20527063026279,4567,675,Aidz,3,1,6000,6000
1.20527063026279,8178,1012,Lulzor,3,1,499,
1.20527063026279,8178,1012,Grizz,2,1,1610,1695
1.20527063026279,8178,1012,Ei,3,1,1500,1700
1.20527063026279,8178,1012,Elmolol,3,1,1559,2000
1.20527063026279,8178,1012,Eyedeasowot,4,1,10459,20000
1.20527063026279,4564,1095,Krptik,3,1,4415,5000
1.20527063026279,4345,,Zulkis,3,1,2050,2500
1.20527063026279,1414,,Hyponatremia,4,1,145,
1.20527063026279,8068,,If,3,200,500,
1.20527063026279,8068,,If,3,200,500,
1.20527063026279,8068,,If,3,200,500,
1.20527063026279,8068,,If,3,200,500,
1.20527063026279,8068,,If,3,200,500,
1.20527063026279,5466,,Klùmpz,4,2,200,200
1.20527063026279,5466,,Letoucan,3,10,320,320
1.20527063026279,5466,,Rycidious,4,7,700,700
1.20527063026279,5466,,Rycidious,4,1,149,149
1.20527063026279,5466,,Norgs,4,1,148,148
1.20527063026279,5466,,Mokthar,2,10,290,310
1.20527063026279,15492,669,Ogreos,3,1,518,800
1.20527063026279,15485,1181,Darks,3,1,516,2500
1.20527063026279,2140,15,Blitzkrieg,3,1,1084,1500
1.20527063026279,6661,,Smileyface,3,1,30172,41000
1.20527063026279,6661,,,4,1,38760,40800
1.20527063026279,11287,,,3,1,1000,1000
1.20527063026279,11287,,,3,1,1000,1000
1.20527063026279,11287,,,3,1,1000,1000
1.20527063026279,11287,,,3,1,1162,1200
1.20527063026279,11287,,Bozza,3,1,1062,1500
1.20527063026279,11287,,Bozza,3,1,1062,1500
1.20527063026279,11287,,Bozza,3,1,1062,1500
1.20527063026279,11287,,Anzid,3,1,1099,1500
1.20527063026279,11287,,Anzid,3,1,1099,1500
1.20527063026279,11287,,Anzid,3,1,1099,1500
1.20527063026279,11287,,Pulse,4,1,2500,2500
1.20527063026279,11287,,Pulse,4,1,2500,2500
1.20527063026279,11287,,Tomplex,2,1,2500,
1.20527063026279,11287,,Korzin,3,1,200,
1.20527063026279,11287,,Korzin,3,1,200,
1.20527063026279,11287,,Korzin,3,1,200,
1.20527063026279,11287,,Korzin,3,1,200,
1.20527063026279,11287,,Drewy,3,1,1499,1499
1.20527063026279,11287,,Drewy,1,1,1499,1499
1.20527063026279,11287,,Drewy,1,1,1499,1499
1.20527063026279,11287,,Drewy,1,1,1499,1499
1.20527063026279,11287,,Drewy,1,1,1499,1499
1.20527063026279,11287,,Drewy,2,1,1499,1499
1.20527063026279,11287,,Drewy,2,1,1499,1499
1.20527063026279,11287,,Drewy,2,1,1499,1499
1.20527063026279,11287,,Drewy,2,1,1499,1499
1.20527063026279,11287,,Drewy,2,1,1499,1499
1.20527063026279,11287,,Drewy,2,1,1499,1499
1.20527063026279,11287,,Mïstercool,3,1,2562,3000
1.20527063026279,11287,,Arrtoodeetoo,3,1,999,999
1.20527063026279,11287,,Flatearth,3,1,2975,
1.20527063026279,11287,,Flatearth,3,1,2975,
1.20527063026279,11287,,Mortiferous,2,1,1135,1195
1.20527063026279,11287,,Mortiferous,2,1,1135,1195
1.20527063026279,11287,,Nehalem,3,1,2499,2499
1.20527063026279,11287,,Strat,3,1,2562,3000
1.20527063026279,11287,,Strat,3,1,2562,3000
1.20527063026279,11287,,Strat,3,1,2562,3000
1.20527063026279,11287,,Strat,3,1,2562,3000
1.20527063026279,11287,,Strat,3,1,2562,3000
1.20527063026279,11287,,Beckon,4,1,9500,10000
1.20527063026279,11287,,Beckon,4,1,9500,10000
1.20527063026279,11287,,Onlywand,4,1,762,
1.20527063026279,11287,,Onlywand,4,1,762,762
1.20527063026279,11287,,Bake,4,1,200762,250000
1.20527063026279,11287,,Bake,4,1,200762,250000
1.20527063026279,11287,,Pheelings,3,1,1000,1200
1.20527063026279,9765,1182,Questionmark,3,1,2309,2500
1.20527063026279,9765,1182,Komits,3,1,2509,5000
1.20527063026279,6294,,Archfiend,4,1,500,800
1.20527063026279,6294,,Corduroy,4,1,500,700
1.20527063026279,7278,,Tentative,4,1,299,299
1.20527063026279,7278,,Tentative,4,1,299,299
1.20527063026279,7278,,Nazstyle,1,1,299,399
1.20527063026279,7278,,Nazstyle,2,1,298,298
1.20527063026279,7278,,Nazstyle,2,1,298,298
1.20527063026279,7278,,Nazstyle,2,1,298,298
1.20527063026279,7278,,Nazstyle,2,1,298,298
1.20527063026279,7278,,Nazstyle,2,1,298,298
1.20527063026279,7278,,Jibless,3,1,430,435
1.20527063026279,7278,,Priestypower,3,1,300,700
1.20527063026279,7278,,Claret,4,1,600,690
1.20527063026279,7278,,Dakara,3,1,500,599
1.20527063026279,7278,,Dakara,3,1,500,599
1.20527063026279,7278,,Madblade,3,1,300,400
1.20527063026279,7278,,Madblade,3,1,300,400
1.20527063026279,7278,,Madblade,3,1,300,400
1.20527063026279,7278,,Madblade,3,1,300,400
1.20527063026279,7278,,Yaezir,3,1,500,600
1.20527063026279,4564,842,Xarc,2,1,611,799
1.20527063026279,4564,842,Clenmooterol,3,1,915,999
1.20527063026279,3651,,,3,1,144952,145000
1.20527063026279,3651,,Nukelord,4,1,2652,
1.20527063026279,3651,,Disappear,2,1,1052,1500
1.20527063026279,5071,,Quill,4,1,9900,9900
1.20527063026279,5071,,Jaybails,3,1,664,2300
1.20527063026279,5071,,,3,1,2000,
1.20527063026279,5071,,,4,1,800,1500
1.20527063026279,2140,2027,Terrorbull,3,1,1884,2000
1.20527063026279,4597,,,2,1,283,298
1.20527063026279,4597,,,3,1,375,500
1.20527063026279,4597,,,3,1,75,199
1.20527063026279,4597,,Ispy,3,1,375,1000
1.20527063026279,4597,,Lerwick,3,1,375,500
1.20527063026279,4597,,Rocky,3,1,300,
1.20527063026279,4597,,Ciríy,3,1,275,300
1.20527063026279,4597,,Yetti,3,1,275,300
1.20527063026279,4597,,Lockupyowife,2,1,375,400
1.20527063026279,4597,,Tesk,3,1,474,499
1.20527063026279,4597,,Nobody,3,1,375,1500
1.20527063026279,4597,,Russ,3,1,375,400
1.20527063026279,4597,,Xixixixixixi,3,1,199,299
1.20527063026279,4597,,Smotherbox,4,1,500,500
1.20527063026279,117,,Poolnoodle,4,4,150100,
1.20527063026279,5498,,Elementofury,3,1,1000,1500
1.20527063026279,5498,,Machoo,3,1,300,500
1.20527063026279,5498,,Nandi,3,1,900,1200
1.20527063026279,5498,,Straawbella,3,1,300,1000
1.20527063026279,4536,,Drnutsack,4,3,100,3000
1.20527063026279,6241,,Damnmage,4,1,448,970
1.20527063026279,6241,,Holydemon,3,1,1248,1455
1.20527063026279,6241,,Holydemon,3,1,1248,1455
1.20527063026279,6241,,Holydemon,3,1,1248,1455
1.20527063026279,6241,,Holydemon,3,1,1248,1455
1.20527063026279,6241,,Holydemon,3,1,1248,1455
1.20527063026279,6241,,Shyver,4,1,548,1011
1.20527063026279,6241,,Shyver,4,1,548,1011
1.20527063026279,6241,,Interference,3,1,900,900
1.20527063026279,6241,,Interference,3,1,900,900
1.20527063026279,6241,,Valkyire,3,1,1048,1200
1.20527063026279,6241,,Valkyire,3,1,1048,1200
1.20527063026279,6241,,Valkyire,3,1,1048,1200
1.20527063026279,3192,1550,Renj,3,1,742,799
1.20527063026279,8178,842,Apophatic,3,1,4559,4800
1.20527063026279,8178,842,Madblade,3,1,1159,1200
1.20527063026279,8178,842,Vargath,3,1,400,1150
1.20527063026279,8178,842,Gixxy,3,1,950,950
1.20527063026279,6303,,Fapper,3,13,100,1000
1.20527063026279,6303,,Umac,4,3,1000,
1.20527063026279,2140,1547,,3,1,500484,700000
1.20527063026279,2140,1547,Sped,3,1,1800,
1.20527063026279,2140,1547,Chocymilk,3,1,884,140000
1.20527063026279,2140,1547,Hoghead,4,1,1000,
1.20527063026279,2140,1547,Fps,3,1,1084,1100
1.20527063026279,3473,,Fluxuation,4,1,2548,3500
1.20527063026279,3473,,Fluxuation,4,1,2548,3500
1.20527063026279,15010,839,Marvik,3,1,1000,2000
1.20527063026279,6217,,Casey,3,1,500,1000
1.20527063026279,6217,,Casey,3,1,500,1000
1.20527063026279,6217,,Casey,3,1,500,1000
1.20527063026279,6217,,Casey,3,1,500,1000
1.20527063026279,6217,,Casey,3,1,500,1000
1.20527063026279,15479,6,Decaying,3,1,568,1000
1.20527063026279,15969,754,Maka,4,1,1500,
1.20527063026279,2572,,Tidepods,1,1,1348,
1.20527063026279,2572,,Tidepods,1,1,1348,
1.20527063026279,2572,,Tidepods,1,1,1348,
1.20527063026279,2572,,Tidepods,1,1,1348,
1.20527063026279,2572,,Tidepods,1,1,1348,
1.20527063026279,2572,,Tidepods,1,1,1348,
1.20527063026279,4564,95,Fml,3,1,2000,2000
1.20527063026279,3192,502,Mae,4,1,1142,1500
1.20527063026279,3192,502,Mokthar,2,1,945,995
1.20527063026279,7005,,Uncledru,3,1,5000,5000
1.20527063026279,7005,,Casey,3,1,500,1000
1.20527063026279,7005,,Casey,3,1,500,1000
1.20527063026279,7005,,Casey,3,1,500,1000
1.20527063026279,7005,,Casey,3,1,500,1000
1.20527063026279,7005,,Casey,3,1,500,1000
1.20527063026279,4566,1801,,3,1,140946,180000
1.20527063026279,12226,,Porch,2,1,1000,1200
1.20527063026279,3192,1549,Wolfbread,4,1,542,899
1.20527063026279,2966,,Bearyl,3,1,500,
1.20527063026279,2966,,Sigvald,3,1,1019,
1.20527063026279,2966,,Shied,3,1,500,900
1.20527063026279,2966,,Icy,3,1,519,1000
1.20527063026279,2966,,Tap,3,1,850,850
1.20527063026279,2966,,Strickén,3,1,550,600
1.20527063026279,2966,,Deathz,3,1,800,800
1.20527063026279,2966,,Orangej,4,1,500,750
1.20527063026279,2966,,Pluto,3,1,519,
1.20527063026279,8178,670,Darkmarch,3,1,1400,1450
1.20527063026279,6511,,Plumbis,3,1,1081,1500
1.20527063026279,6511,,Spaz,4,1,781,1200
1.20527063026279,2140,1913,Drodius,2,1,3584,6000
1.20527063026279,6219,,Cobes,3,1,2900,3000
1.20527063026279,6219,,Cobes,3,1,2900,3000
1.20527063026279,4561,1547,Poncho,2,1,863,1200
1.20527063026279,4561,1547,Lex,3,1,863,870
1.20527063026279,1210,,Antwone,3,1,441,465
1.20527063026279,1210,,Hotface,1,1,308,325
1.20527063026279,1210,,Brant,4,1,300,301
1.20527063026279,1210,,Xothic,3,1,375,750
1.20527063026279,1210,,Benx,4,1,250,250
1.20527063026279,1210,,Rombell,3,3,1125,1400
1.20527063026279,1210,,Jaxon,3,1,299,399
1.20527063026279,1210,,Tazabell,4,1,271,274
1.20527063026279,1210,,Loken,3,1,675,700
1.20527063026279,1210,,Polyester,4,1,440,464
1.20527063026279,1210,,Benist,3,1,1075,1100
1.20527063026279,1210,,Timothywar,3,1,260,274
1.20527063026279,1210,,Rocky,3,1,275,275
1.20527063026279,1210,,Brains,3,1,375,700
1.20527063026279,1210,,Mokráh,3,1,375,378
1.20527063026279,1210,,Astro,3,1,200,275
1.20527063026279,1210,,Dandri,2,1,1000,1000
1.20527063026279,1210,,Dandri,2,1,1000,1000
1.20527063026279,1210,,Deadboy,3,1,375,
1.20527063026279,1210,,Angrybogàn,3,1,375,376
1.20527063026279,1210,,Pearlywite,4,1,375,700
1.20527063026279,1475,,Meatlocker,3,1,300,300
1.20527063026279,1475,,Meatlocker,3,1,300,300
1.20527063026279,1475,,Meatlocker,3,1,300,300
1.20527063026279,1475,,Deadboy,3,1,123,250
1.20527063026279,1475,,Robotheyobo,3,2,446,500
1.20527063026279,1475,,Coneman,3,1,223,300
1.20527063026279,15969,228,Doc,3,1,437,600
1.20527063026279,6663,,Ohara,3,1,525,
1.20527063026279,15303,93,Warduck,1,1,2048,2500
1.20527063026279,9747,757,Gixxy,3,1,2500,3000
1.20527063026279,6266,1801,Cauthon,3,1,300,900
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3164,,Stabnstuff,2,1,285,300
1.20527063026279,3652,,Xuriah,3,1,2500,2500
1.20527063026279,3652,,Emptygrave,3,1,1000,2500
1.20527063026279,3652,,Lerwick,3,1,1046,2000
1.20527063026279,3652,,Jaymac,3,1,1546,2000
1.20527063026279,2300:15,,Astolfo,3,1,2899,2999
1.20527063026279,2300:15,,Stubacca,3,1,288,50000
1.20527063026279,3192,585,Diiv,4,1,999,1099
1.20527063026279,9757,1549,Vew,3,1,5000,5000
1.20527063026279,7288,,Plato,3,1,287,1000
1.20527063026279,7288,,Toogrim,3,1,1000,
1.20527063026279,2455,,Totum,4,1,299,299
1.20527063026279,2455,,Totum,4,1,299,299
1.20527063026279,2455,,Totum,4,1,299,299
1.20527063026279,2455,,Totum,4,1,299,299
1.20527063026279,2455,,Totum,4,1,299,299
1.20527063026279,2455,,Totum,4,1,299,299
1.20527063026279,2455,,Jagsy,3,1,69,99
1.20527063026279,2455,,Spokey,3,1,300,300
1.20527063026279,2455,,Whiteyspower,4,2,400,
1.20527063026279,2632,14,Damooge,3,1,2007,2008
1.20527063026279,15932,228,Franknance,3,1,790,2500
1.20527063026279,2454,,,3,5,300,300
1.20527063026279,2763,,Ceredar,4,1,1000,1000
1.20527063026279,15969,839,Hashlib,3,1,637,1000
1.20527063026279,6292,,Fen,3,1,1000,10000
1.20527063026279,6292,,Archfiend,4,1,200,500
1.20527063026279,2987,,Questionmark,3,1,2012,3000
1.20527063026279,15479,1179,Ohneg,4,1,2280,2400
1.20527063026279,15479,1179,Hurracan,3,1,2000,2000
1.20527063026279,15479,1179,Breakin,3,1,568,1000
1.20527063026279,15479,1179,Nicholass,3,1,968,980
1.20527063026279,15479,1179,Pepsii,1,1,268,800
1.20527063026279,3287,,Syphyn,4,1,8998,9000
1.20527063026279,3287,,Valios,4,1,1598,5000
1.20527063026279,8178,256,Zuglífe,2,1,1800,1895
1.20527063026279,8178,256,Slayè,3,1,1200,1900
1.20527063026279,14094,1952,Toogrim,3,1,2000,2000
1.20527063026279,14094,1952,Neihana,3,1,181,
1.20527063026279,9784,1185,Smotherbox,3,1,1500,1500
1.20527063026279,3013,,Henn,4,1,200,300
1.20527063026279,3013,,Bearyl,3,1,100,
1.20527063026279,3013,,Chanui,2,1,93,98
1.20527063026279,3013,,Proc,3,1,99,100
1.20527063026279,3013,,Bitten,3,1,500,505
1.20527063026279,3013,,Rycidious,4,1,145,145
1.20527063026279,3013,,Ibs,3,1,150,150
1.20527063026279,3013,,Mboo,3,1,100,
1.20527063026279,3013,,Brendun,3,1,58,99
1.20527063026279,3013,,Deadboy,3,2,100,200
1.20527063026279,1368,,Frizbee,4,1,100,
1.20527063026279,4782,,Archatheist,3,1,6022,8000
1.20527063026279,15489,587,Titie,3,1,1464,1542
1.20527063026279,6125,,Poolnoodle,4,1,5000100,
1.20527063026279,8177,,Genesimmons,4,1,40,80
1.20527063026279,8177,,Realistbeast,2,1,206,400
1.20527063026279,8177,,Lithirine,3,1,1006,
1.20527063026279,8177,,Gravulon,3,1,10000,10000
1.20527063026279,6557,22,Heavenlyman,4,1,1553,2000
1.20527063026279,4564,1182,Zikal,3,1,915,1000
1.20527063026279,4564,1182,Fritzy,4,1,1200,1400
1.20527063026279,2589,,Lynchfield,3,20,1700,1800
1.20527063026279,2589,,Lynchfield,3,20,1700,1800
1.20527063026279,2589,,Kez,3,20,1990,2000
1.20527063026279,2589,,Zingerbox,3,1,100,
1.20527063026279,2589,,Zingerbox,3,1,100,
1.20527063026279,2589,,Zingerbox,3,1,100,
1.20527063026279,2589,,Zingerbox,3,1,100,
1.20527063026279,2589,,Daryl,2,20,4990,5000
1.20527063026279,2589,,Erased,3,2,100,
1.20527063026279,2589,,Hurc,3,1,10000,1000000000
1.20527063026279,2589,,Kawan,3,20,1590,1677
1.20527063026279,2589,,Sbrstabby,3,20,4900,4900
1.20527063026279,2589,,Daeddydae,3,20,1590,2500
1.20527063026279,2589,,Gork,3,20,2500,2500
1.20527063026279,2589,,Beastiary,3,20,4000,
1.20527063026279,2589,,Whatsavage,4,15,1092,1200
1.20527063026279,2589,,Biggeste,3,20,2590,3500
1.20527063026279,2589,,Gls,2,6,517,
1.20527063026279,2589,,Inebriated,3,3,300,300
1.20527063026279,2589,,Teecass,3,20,3090,4000
1.20527063026279,2589,,Blackangus,3,20,1800,1800
1.20527063026279,2589,,Hookshot,4,9,2975,3000
1.20527063026279,2589,,Frizbee,4,4,10100,
1.20527063026279,2589,,Johnn,4,20,1635,
1.20527063026279,2589,,Chily,2,20,4090,5000
1.20527063026279,2589,,Chily,2,20,4090,5000
1.20527063026279,2589,,Bicycle,3,18,1000,2000
1.20527063026279,2589,,Deadlocke,3,20,1599,2000
1.20527063026279,2589,,Norsk,3,20,590,1500
1.20527063026279,2589,,Mosbius,3,20,2000,2000
1.20527063026279,2589,,Mosbius,3,10,1000,1000
1.20527063026279,2589,,Kia,3,20,1190,1500
1.20527063026279,2589,,Doodu,4,10,695,
1.20527063026279,2589,,Doodu,3,20,1790,1800
1.20527063026279,2589,,Lowdeo,3,20,1890,2000
1.20527063026279,2589,,Xim,3,10,195,200
1.20527063026279,2589,,Drodius,2,17,3531,6000
1.20527063026279,2589,,Ashflash,3,20,2000,2000
1.20527063026279,2589,,Ashflash,3,20,2000,2000
1.20527063026279,2589,,Ashflash,3,20,2000,2000
1.20527063026279,2589,,Swashi,3,20,1800,1850
1.20527063026279,2589,,Kiwiz,3,20,2000,3000
1.20527063026279,2589,,Espionn,3,20,3090,3500
1.20527063026279,2589,,Greasemonkey,3,20,1500,2000
1.20527063026279,2589,,Bikkies,3,10,1000,
1.20527063026279,2589,,Bikkies,3,20,390,1500
1.20527063026279,2589,,Audur,3,20,1990,2000
1.20527063026279,2589,,Audur,3,16,1812,1900
1.20527063026279,2589,,Zorax,2,2,100,
1.20527063026279,2589,,Loota,4,19,1970,2000
1.20527063026279,2589,,Vpn,3,14,273,
1.20527063026279,2589,,Zankoo,3,1,79,110
1.20527063026279,2589,,Zankoo,3,1,79,110
1.20527063026279,2589,,Bainebldhoof,3,20,990,1490
1.20527063026279,2589,,Bainebldhoof,3,17,731,1265
1.20527063026279,2589,,Juice,2,1,50,100
1.20527063026279,2589,,Juice,2,1,50,100
1.20527063026279,2589,,Vas,3,20,2000,2000
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,1,55,95
1.20527063026279,2589,,,3,20,200,200
1.20527063026279,2589,,,3,10,695,800
1.20527063026279,2589,,,3,10,695,800
1.20527063026279,2589,,,3,6,720,720
1.20527063026279,2589,,,3,3,200,200
1.20527063026279,2589,,,3,1,80,85
1.20527063026279,2589,,,3,1,80,85
1.20527063026279,2589,,,3,1,80,85
1.20527063026279,2589,,,3,1,80,85
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
1.20527063026279,2589,,Totum,4,1,94,95
